Date,Description,Amount,Category
2025-08-17,Uber Ride-14864,64,Transport
2025-08-17,Fuel Station-12049,91,Transport
2025-08-18,UPI-ZOMATO-63475,32,Food
2025-08-18,SWIGGYPAY-59045,77,Food
2025-08-18,SWIGGYPAY-3289,79,Food
2025-08-18,SWIGGYPAY-65288,212,Food
2025-08-18,UPI-ZOMATO-92148,37,Food
2025-08-18,UPI-ZOMATO-47663,212,Food
2025-08-18,AMAZONINDIA-PAY-98505,254,Shopping
2025-08-18,Fuel Station-95661,177,Transport
2025-08-18,Metro Card-61593,130,Transport
2025-08-18,Electricity Bill-21169,120,Utilities
2025-08-18,Water Utility-28248,115,Utilities
2025-08-19,Exam Books-79315,273,Education
2025-08-19,UPI-ZOMATO-45342,196,Food
2025-08-19,Blinkit Grocer-69865,73,Food
2025-08-19,Flipkart Order-34437,139,Shopping
2025-08-19,AMAZONINDIA-PAY-19503,81,Shopping
2025-08-20,Tuition Payment-78698,358,Education
2025-08-20,Cafe Receipt-68553,194,Food
2025-08-20,Blinkit Grocer-9624,106,Food
2025-08-20,Cafe Receipt-53746,85,Food
2025-08-20,Blinkit Grocer-33529,184,Food
2025-08-20,Cafe Receipt-68527,39,Food
2025-08-20,Cafe Receipt-85906,169,Food
2025-08-20,Ola Cab-15483,179,Transport
2025-08-20,Uber Ride-63506,164,Transport
2025-08-21,Online Course-35901,385,Education
2025-08-21,Netflix Renewal-12584,183,Entertainment
2025-08-21,Cafe Receipt-21289,211,Food
2025-08-21,UPI-ZOMATO-49903,183,Food
2025-08-21,Blinkit Grocer-20389,49,Food
2025-08-21,UPI-ZOMATO-55965,154,Food
2025-08-21,SWIGGYPAY-29276,114,Food
2025-08-21,UPI-ZOMATO-66551,88,Food
2025-08-21,Cafe Receipt-37556,147,Food
2025-08-21,Blinkit Grocer-18645,177,Food
2025-08-21,AMAZONINDIA-PAY-14975,395,Shopping
2025-08-21,Myntra Store-60329,270,Shopping
2025-08-22,Cafe Receipt-37235,219,Food
2025-08-22,Cafe Receipt-79704,211,Food
2025-08-22,SWIGGYPAY-19366,61,Food
2025-08-22,Blinkit Grocer-57514,150,Food
2025-08-22,Ola Cab-78041,86,Transport
2025-08-23,Cafe Receipt-39375,177,Food
2025-08-23,UPI-ZOMATO-76766,148,Food
2025-08-23,UPI-ZOMATO-61761,222,Food
2025-08-23,Cafe Receipt-43299,170,Food
2025-08-23,Blinkit Grocer-41554,112,Food
2025-08-23,Cafe Receipt-59551,112,Food
2025-08-23,SWIGGYPAY-37636,115,Food
2025-08-23,Fitness Renewal-56285,438,Health
2025-08-23,Ola Cab-58707,77,Transport
2025-08-24,Blinkit Grocer-81709,63,Food
2025-08-24,UPI-ZOMATO-97044,228,Food
2025-08-24,Cafe Receipt-94784,263,Food
2025-08-24,UPI-ZOMATO-56776,75,Food
2025-08-24,Uber Ride-44338,161,Transport
2025-08-24,Metro Card-75868,83,Transport
2025-08-25,Cafe Receipt-83567,54,Food
2025-08-25,SWIGGYPAY-18651,111,Food
2025-08-25,UPI-ZOMATO-55229,37,Food
2025-08-25,SWIGGYPAY-30108,61,Food
2025-08-25,UPI-ZOMATO-13645,178,Food
2025-08-25,Pharmacy Purchase-34242,190,Health
2025-08-25,Ola Cab-68146,131,Transport
2025-08-25,Fuel Station-2681,135,Transport
2025-08-25,Ola Cab-42738,91,Transport
2025-08-25,Broadband Bill-50530,259,Utilities
2025-08-26,UPI-ZOMATO-77411,198,Food
2025-08-26,Blinkit Grocer-37521,68,Food
2025-08-26,Cafe Receipt-60907,211,Food
2025-08-26,AMAZONINDIA-PAY-66044,173,Shopping
2025-08-26,Flipkart Order-97351,181,Shopping
2025-08-26,Fuel Station-17807,76,Transport
2025-08-26,Water Utility-36808,114,Utilities
2025-08-26,Electricity Bill-83960,201,Utilities
2025-08-27,SWIGGYPAY-30102,143,Food
2025-08-27,Cafe Receipt-96705,137,Food
2025-08-27,Cafe Receipt-80001,104,Food
2025-08-27,Cafe Receipt-39039,112,Food
2025-08-27,Blinkit Grocer-51047,201,Food
2025-08-27,Flipkart Order-52974,111,Shopping
2025-08-28,Cafe Receipt-44102,125,Food
2025-08-28,Cafe Receipt-80506,193,Food
2025-08-28,Cafe Receipt-26525,162,Food
2025-08-28,Blinkit Grocer-85297,82,Food
2025-08-28,Blinkit Grocer-27992,220,Food
2025-08-28,Blinkit Grocer-69437,153,Food
2025-08-28,SWIGGYPAY-14430,76,Food
2025-08-28,Ola Cab-27257,128,Transport
2025-08-28,Fuel Station-22686,114,Transport
2025-08-28,Ola Cab-86137,46,Transport
2025-08-29,Cafe Receipt-23490,73,Food
2025-08-29,Cafe Receipt-32339,131,Food
2025-08-29,UPI-ZOMATO-75904,104,Food
2025-08-29,Blinkit Grocer-58217,31,Food
2025-08-29,SWIGGYPAY-59027,74,Food
2025-08-29,Blinkit Grocer-61264,81,Food
2025-08-29,Cafe Receipt-91109,114,Food
2025-08-29,Cafe Receipt-80625,185,Food
2025-08-29,UPI-ZOMATO-27932,193,Food
2025-08-29,Cafe Receipt-30987,138,Food
2025-08-29,Blinkit Grocer-88526,218,Food
2025-08-29,Flipkart Order-59831,324,Shopping
2025-08-29,AMAZONINDIA-PAY-9479,347,Shopping
2025-08-29,Uber Ride-38556,177,Transport
2025-08-29,Mobile Bill-6029,185,Utilities
2025-08-30,Cafe Receipt-94534,83,Food
2025-08-30,Blinkit Grocer-85571,171,Food
2025-08-30,UPI-ZOMATO-44422,105,Food
2025-08-30,SWIGGYPAY-4445,220,Food
2025-08-30,Blinkit Grocer-21785,103,Food
2025-08-30,Blinkit Grocer-67463,72,Food
2025-08-30,UPI-ZOMATO-16034,90,Food
2025-08-30,Ola Cab-13784,158,Transport
2025-08-30,Metro Card-95326,134,Transport
2025-08-30,Fuel Station-96772,107,Transport
2025-08-31,Blinkit Grocer-88152,68,Food
2025-08-31,Blinkit Grocer-16391,113,Food
2025-08-31,UPI-ZOMATO-18768,188,Food
2025-08-31,Blinkit Grocer-36943,210,Food
2025-08-31,Uber Ride-21904,162,Transport
2025-08-31,Fuel Station-56221,43,Transport
2025-08-31,Fuel Station-76262,58,Transport
2025-08-31,Ola Cab-68869,73,Transport
2025-08-31,Electricity Bill-99206,283,Utilities
2025-09-01,Cafe Receipt-57915,211,Food
2025-09-01,SWIGGYPAY-53124,63,Food
2025-09-01,UPI-ZOMATO-26635,141,Food
2025-09-01,UPI-ZOMATO-43541,188,Food
2025-09-01,SWIGGYPAY-81245,48,Food
2025-09-01,Cafe Receipt-37495,139,Food
2025-09-01,Cafe Receipt-85792,177,Food
2025-09-01,UPI-ZOMATO-44932,117,Food
2025-09-01,SWIGGYPAY-9811,78,Food
2025-09-01,Blinkit Grocer-48990,70,Food
2025-09-01,Salary Credit,71115,Income
2025-09-01,Ola Cab-47526,89,Transport
2025-09-01,Uber Ride-33656,106,Transport
2025-09-02,Exam Books-14203,130,Education
2025-09-02,Spotify Subscription-81926,227,Entertainment
2025-09-02,Blinkit Grocer-90186,95,Food
2025-09-02,Cafe Receipt-85176,100,Food
2025-09-02,Blinkit Grocer-10179,180,Food
2025-09-02,SWIGGYPAY-94871,206,Food
2025-09-02,Blinkit Grocer-99094,197,Food
2025-09-02,Flipkart Order-13597,66,Shopping
2025-09-02,Fuel Station-99045,131,Transport
2025-09-02,Uber Ride-46351,140,Transport
2025-09-02,Fuel Station-30334,109,Transport
2025-09-03,Blinkit Grocer-96485,180,Food
2025-09-03,Cafe Receipt-58262,79,Food
2025-09-03,SWIGGYPAY-29554,130,Food
2025-09-03,Blinkit Grocer-12708,51,Food
2025-09-03,NEFT-HDFC-RENT,18000,Rent
2025-09-03,Metro Card-10309,109,Transport
2025-09-04,Spotify Subscription-98147,102,Entertainment
2025-09-04,SWIGGYPAY-19201,176,Food
2025-09-04,Blinkit Grocer-75487,138,Food
2025-09-04,SWIGGYPAY-94487,57,Food
2025-09-04,UPI-ZOMATO-19422,92,Food
2025-09-04,SWIGGYPAY-60850,170,Food
2025-09-04,Fitness Renewal-5438,608,Health
2025-09-04,Metro Card-47169,20,Transport
2025-09-04,Metro Card-29315,31,Transport
2025-09-04,Uber Ride-95103,152,Transport
2025-09-05,UPI-ZOMATO-18503,218,Food
2025-09-05,Cafe Receipt-51140,215,Food
2025-09-05,SWIGGYPAY-16420,149,Food
2025-09-05,UPI-ZOMATO-47514,111,Food
2025-09-05,Cafe Receipt-18365,30,Food
2025-09-05,UPI-ZOMATO-10884,145,Food
2025-09-05,SWIGGYPAY-34643,60,Food
2025-09-05,Uber Ride-85826,108,Transport
2025-09-05,Uber Ride-27181,56,Transport
2025-09-05,Metro Card-33436,73,Transport
2025-09-05,Water Utility-19180,67,Utilities
2025-09-06,Spotify Subscription-37960,99,Entertainment
2025-09-06,UPI-ZOMATO-68348,118,Food
2025-09-06,Cafe Receipt-71182,105,Food
2025-09-06,UPI-ZOMATO-26221,147,Food
2025-09-06,UPI-ZOMATO-27887,273,Food
2025-09-06,SWIGGYPAY-79901,167,Food
2025-09-06,Cafe Receipt-91142,228,Food
2025-09-06,Uber Ride-32249,157,Transport
2025-09-06,Metro Card-72450,149,Transport
2025-09-06,Uber Ride-42244,153,Transport
2025-09-06,Ola Cab-47331,99,Transport
2025-09-06,Mobile Bill-8285,315,Utilities
2025-09-07,SWIGGYPAY-42070,77,Food
2025-09-07,Blinkit Grocer-47940,140,Food
2025-09-07,Cafe Receipt-40276,227,Food
2025-09-07,Blinkit Grocer-35952,186,Food
2025-09-07,UPI-ZOMATO-37573,237,Food
2025-09-07,Myntra Store-47579,557,Shopping
2025-09-07,Ola Cab-68684,75,Transport
2025-09-07,Broadband Bill,899,Utilities
2025-09-07,Water Utility-41458,231,Utilities
2025-09-08,Blinkit Grocer-94694,163,Food
2025-09-08,Cafe Receipt-90785,120,Food
2025-09-08,SWIGGYPAY-93826,203,Food
2025-09-08,AMAZONINDIA-PAY-97791,65,Shopping
2025-09-08,Metro Card-47511,78,Transport
2025-09-08,Hotel Booking-59240,225,Travel
2025-09-09,Online Course-99851,497,Education
2025-09-09,SWIGGYPAY-63993,98,Food
2025-09-09,UPI-ZOMATO-98254,200,Food
2025-09-09,Blinkit Grocer-8416,153,Food
2025-09-09,Cafe Receipt-73371,182,Food
2025-09-09,Blinkit Grocer-42551,204,Food
2025-09-09,Cafe Receipt-12040,197,Food
2025-09-09,Blinkit Grocer-34927,58,Food
2025-09-09,Ola Cab-30997,135,Transport
2025-09-09,Ola Cab-2857,173,Transport
2025-09-09,Hotel Booking-80318,370,Travel
2025-09-09,Electricity Bill-62322,108,Utilities
2025-09-10,Blinkit Grocer-37843,136,Food
2025-09-10,UPI-ZOMATO-89851,34,Food
2025-09-10,Blinkit Grocer-66503,98,Food
2025-09-10,SWIGGYPAY-45853,95,Food
2025-09-10,SWIGGYPAY-94854,176,Food
2025-09-10,Cafe Receipt-22615,114,Food
2025-09-10,Blinkit Grocer-76191,66,Food
2025-09-10,Blinkit Grocer-60999,123,Food
2025-09-10,SWIGGYPAY-6359,138,Food
2025-09-10,Blinkit Grocer-96774,168,Food
2025-09-10,Myntra Store-43568,488,Shopping
2025-09-10,Ola Cab-66628,134,Transport
2025-09-10,Fuel Station-99895,164,Transport
2025-09-11,Netflix Renewal-70742,152,Entertainment
2025-09-11,Cafe Receipt-18255,174,Food
2025-09-11,SWIGGYPAY-4305,70,Food
2025-09-11,Cafe Receipt-92585,208,Food
2025-09-11,UPI-ZOMATO-20793,166,Food
2025-09-11,Blinkit Grocer-64745,128,Food
2025-09-11,UPI-ZOMATO-92550,163,Food
2025-09-11,Blinkit Grocer-12870,45,Food
2025-09-12,Netflix Renewal,649,Entertainment
2025-09-12,Netflix Renewal-72119,179,Entertainment
2025-09-12,SWIGGYPAY-24654,113,Food
2025-09-12,UPI-ZOMATO-91998,136,Food
2025-09-12,Cafe Receipt-70071,118,Food
2025-09-12,UPI-ZOMATO-18144,189,Food
2025-09-12,Blinkit Grocer-27677,178,Food
2025-09-12,Uber Ride-56357,107,Transport
2025-09-12,Uber Ride-28585,126,Transport
2025-09-12,Water Utility-89767,196,Utilities
2025-09-13,Spotify Subscription-3838,63,Entertainment
2025-09-13,Blinkit Grocer-10093,210,Food
2025-09-13,Cafe Receipt-43205,153,Food
2025-09-13,UPI-ZOMATO-51393,243,Food
2025-09-13,UPI-ZOMATO-71914,80,Food
2025-09-13,Flipkart Order-81906,193,Shopping
2025-09-13,Fuel Station-12207,151,Transport
2025-09-13,Hotel Booking-22315,1471,Travel
2025-09-14,Netflix Renewal-39056,70,Entertainment
2025-09-14,SWIGGYPAY-93690,131,Food
2025-09-14,Cafe Receipt-84147,133,Food
2025-09-14,Cafe Receipt-88387,271,Food
2025-09-14,UPI-ZOMATO-10074,110,Food
2025-09-14,Metro Card-98393,73,Transport
2025-09-14,Uber Ride-93549,112,Transport
2025-09-15,Tuition Payment-82027,285,Education
2025-09-15,Blinkit Grocer-57137,73,Food
2025-09-15,Cafe Receipt-76014,194,Food
2025-09-15,SWIGGYPAY-22225,37,Food
2025-09-15,Cafe Receipt-78274,46,Food
2025-09-15,Cafe Receipt-40130,106,Food
2025-09-15,SWIGGYPAY-54194,206,Food
2025-09-15,SWIGGYPAY-49813,104,Food
2025-09-15,Metro Card-44663,101,Transport
2025-09-15,Uber Ride-84994,86,Transport
2025-09-15,Broadband Bill-58373,161,Utilities
2025-09-16,SWIGGYPAY-63090,120,Food
2025-09-16,UPI-ZOMATO-37489,67,Food
2025-09-16,UPI-ZOMATO-49501,196,Food
2025-09-16,Metro Card-52084,166,Transport
2025-09-16,Ola Cab-17831,22,Transport
2025-09-16,Mobile Bill-38947,70,Utilities
2025-09-16,Mobile Bill-91021,151,Utilities
2025-09-17,Cafe Receipt-48898,189,Food
2025-09-17,Cafe Receipt-42493,74,Food
2025-09-17,Blinkit Grocer-59045,156,Food
2025-09-17,Uber Ride-91111,55,Transport
2025-09-17,Fuel Station-19056,90,Transport
2025-09-17,Metro Card-86504,166,Transport
2025-09-17,Water Utility-30227,51,Utilities
2025-09-18,Spotify Subscription-82865,72,Entertainment
2025-09-18,Blinkit Grocer-56145,141,Food
2025-09-18,UPI-ZOMATO-78648,112,Food
2025-09-18,Blinkit Grocer-89381,117,Food
2025-09-18,UPI-ZOMATO-21509,52,Food
2025-09-18,SWIGGYPAY-31553,154,Food
2025-09-18,Cafe Receipt-74398,211,Food
2025-09-18,Metro Card-99767,153,Transport
2025-09-18,Hotel Booking-38990,864,Travel
2025-09-18,Mobile Bill-47304,51,Utilities
2025-09-18,Electricity Bill-21456,71,Utilities
2025-09-19,Spotify Subscription-9834,87,Entertainment
2025-09-19,SWIGGYPAY-81687,162,Food
2025-09-19,Cafe Receipt-33966,201,Food
2025-09-19,SWIGGYPAY-61372,38,Food
2025-09-19,Blinkit Grocer-15787,82,Food
2025-09-19,Cafe Receipt-24520,211,Food
2025-09-19,SWIGGYPAY-49207,100,Food
2025-09-19,Cafe Receipt-27015,206,Food
2025-09-19,UPI-ZOMATO-58405,195,Food
2025-09-19,UPI-ZOMATO-74144,95,Food
2025-09-19,Metro Card-50696,75,Transport
2025-09-20,Tuition Payment-65848,584,Education
2025-09-20,SWIGGYPAY-50949,92,Food
2025-09-20,Cafe Receipt-21045,165,Food
2025-09-20,UPI-ZOMATO-71532,138,Food
2025-09-20,SWIGGYPAY-49238,143,Food
2025-09-20,Cafe Receipt-92047,72,Food
2025-09-20,SWIGGYPAY-39029,263,Food
2025-09-20,Blinkit Grocer-98793,177,Food
2025-09-20,UPI-ZOMATO-92535,91,Food
2025-09-20,Ola Cab-21694,73,Transport
2025-09-20,Ola Cab-13982,31,Transport
2025-09-20,Uber Ride-22652,116,Transport
2025-09-20,Fuel Station-62500,126,Transport
2025-09-21,Netflix Renewal-52542,276,Entertainment
2025-09-21,Cafe Receipt-83173,121,Food
2025-09-21,UPI-ZOMATO-44490,83,Food
2025-09-21,Cafe Receipt-33461,80,Food
2025-09-21,SWIGGYPAY-21765,267,Food
2025-09-21,SWIGGYPAY-24958,191,Food
2025-09-21,Flipkart Order-78418,263,Shopping
2025-09-21,Fuel Station-22480,158,Transport
2025-09-21,Ola Cab-81544,157,Transport
2025-09-21,Water Utility-60431,134,Utilities
2025-09-22,Exam Books-40258,238,Education
2025-09-22,Online Course-97512,299,Education
2025-09-22,Blinkit Grocer-75987,37,Food
2025-09-22,UPI-ZOMATO-99157,74,Food
2025-09-22,Blinkit Grocer-88900,45,Food
2025-09-22,Blinkit Grocer-67195,55,Food
2025-09-22,Uber Ride-34331,157,Transport
2025-09-22,Uber Ride-18315,111,Transport
2025-09-22,Broadband Bill-85015,284,Utilities
2025-09-23,SWIGGYPAY-87407,108,Food
2025-09-23,UPI-ZOMATO-33146,72,Food
2025-09-23,SWIGGYPAY-26357,188,Food
2025-09-23,Blinkit Grocer-9634,204,Food
2025-09-23,Blinkit Grocer-98942,196,Food
2025-09-23,Blinkit Grocer-44249,49,Food
2025-09-23,AMAZONINDIA-PAY-9356,341,Shopping
2025-09-23,Myntra Store-98483,431,Shopping
2025-09-23,Uber Ride-39883,129,Transport
2025-09-23,Fuel Station-42259,55,Transport
2025-09-23,Mobile Bill-36764,197,Utilities
2025-09-24,Blinkit Grocer-30287,99,Food
2025-09-24,SWIGGYPAY-27099,52,Food
2025-09-24,UPI-ZOMATO-17759,210,Food
2025-09-24,SWIGGYPAY-38211,128,Food
2025-09-24,AMAZONINDIA-PAY-25209,171,Shopping
2025-09-24,Ola Cab-77603,112,Transport
2025-09-24,Fuel Station-73709,158,Transport
2025-09-24,Uber Ride-6479,100,Transport
2025-09-25,Blinkit Grocer-83445,77,Food
2025-09-25,SWIGGYPAY-33779,80,Food
2025-09-25,Blinkit Grocer-9542,209,Food
2025-09-25,Blinkit Grocer-60960,33,Food
2025-09-25,Blinkit Grocer-45191,73,Food
2025-09-25,UPI-ZOMATO-64417,33,Food
2025-09-25,Cafe Receipt-8893,102,Food
2025-09-25,Blinkit Grocer-90660,85,Food
2025-09-25,UPI-ZOMATO-63719,208,Food
2025-09-25,Blinkit Grocer-37628,90,Food
2025-09-25,Metro Card-49949,161,Transport
2025-09-25,Metro Card-39125,143,Transport
2025-09-25,Hotel Booking-50638,1779,Travel
2025-09-25,Water Utility-46164,290,Utilities
2025-09-26,Tuition Payment-91466,219,Education
2025-09-26,Movie Tickets-49895,271,Entertainment
2025-09-26,UPI-ZOMATO-76638,37,Food
2025-09-26,Cafe Receipt-95875,167,Food
2025-09-26,UPI-ZOMATO-87472,74,Food
2025-09-26,Blinkit Grocer-76263,29,Food
2025-09-26,Blinkit Grocer-65904,169,Food
2025-09-26,Cafe Receipt-24649,161,Food
2025-09-26,UPI-ZOMATO-68987,213,Food
2025-09-26,Uber Ride-30020,33,Transport
2025-09-26,Fuel Station-7002,106,Transport
2025-09-26,Fuel Station-95183,134,Transport
2025-09-27,Movie Tickets-83492,249,Entertainment
2025-09-27,UPI-ZOMATO-79729,152,Food
2025-09-27,UPI-ZOMATO-79057,255,Food
2025-09-27,UPI-ZOMATO-65736,112,Food
2025-09-27,Cafe Receipt-46838,186,Food
2025-09-27,UPI-ZOMATO-73336,102,Food
2025-09-27,Blinkit Grocer-20397,108,Food
2025-09-27,SWIGGYPAY-14539,133,Food
2025-09-27,Ola Cab-48198,150,Transport
2025-09-28,Netflix Renewal-82574,207,Entertainment
2025-09-28,Cafe Receipt-45079,153,Food
2025-09-28,Cafe Receipt-26966,251,Food
2025-09-28,UPI-ZOMATO-38270,146,Food
2025-09-28,SWIGGYPAY-10867,203,Food
2025-09-28,UPI-ZOMATO-65395,243,Food
2025-09-28,Cafe Receipt-24315,65,Food
2025-09-28,Clinic Visit-18860,333,Health
2025-09-28,AMAZONINDIA-PAY-71070,76,Shopping
2025-09-28,Mobile Bill-1238,59,Utilities
2025-09-29,Spotify Subscription-14347,202,Entertainment
2025-09-29,Blinkit Grocer-58748,51,Food
2025-09-29,Cafe Receipt-28696,63,Food
2025-09-29,UPI-ZOMATO-77551,48,Food
2025-09-29,Metro Card-52362,151,Transport
2025-09-29,Fuel Station-47229,84,Transport
2025-09-29,Uber Ride-39376,69,Transport
2025-09-29,Broadband Bill-6672,284,Utilities
2025-09-30,Blinkit Grocer-68531,211,Food
2025-09-30,Cafe Receipt-21270,86,Food
2025-09-30,SWIGGYPAY-97472,186,Food
2025-09-30,Cafe Receipt-79313,156,Food
2025-09-30,Myntra Store-67969,163,Shopping
2025-09-30,Uber Ride-75040,163,Transport
2025-10-01,UPI-ZOMATO-18874,206,Food
2025-10-01,SWIGGYPAY-78037,152,Food
2025-10-01,Blinkit Grocer-67758,98,Food
2025-10-01,Blinkit Grocer-26598,28,Food
2025-10-01,SWIGGYPAY-90020,217,Food
2025-10-01,Cafe Receipt-30774,135,Food
2025-10-01,Clinic Visit-5692,133,Health
2025-10-01,Salary Credit,70884,Income
2025-10-01,Ola Cab-38751,36,Transport
2025-10-01,Fuel Station-97108,167,Transport
2025-10-01,Broadband Bill-75579,271,Utilities
2025-10-01,Water Utility-39162,243,Utilities
2025-10-02,UPI-ZOMATO-70950,140,Food
2025-10-02,SWIGGYPAY-17126,76,Food
2025-10-02,Blinkit Grocer-21835,197,Food
2025-10-02,Cafe Receipt-47196,45,Food
2025-10-02,UPI-ZOMATO-70491,189,Food
2025-10-02,Metro Card-36156,37,Transport
2025-10-02,Metro Card-35806,167,Transport
2025-10-02,Uber Ride-90320,163,Transport
2025-10-02,Broadband Bill-35995,376,Utilities
2025-10-03,Netflix Renewal-34729,231,Entertainment
2025-10-03,Movie Tickets-18402,167,Entertainment
2025-10-03,Blinkit Grocer-70276,159,Food
2025-10-03,Cafe Receipt-70703,205,Food
2025-10-03,Cafe Receipt-88677,39,Food
2025-10-03,Blinkit Grocer-43870,91,Food
2025-10-03,NEFT-HDFC-RENT,18000,Rent
2025-10-04,Online Course-1664,410,Education
2025-10-04,Movie Tickets-30882,218,Entertainment
2025-10-04,Spotify Subscription-89787,228,Entertainment
2025-10-04,SWIGGYPAY-81450,48,Food
2025-10-04,Blinkit Grocer-47061,140,Food
2025-10-04,UPI-ZOMATO-20260,43,Food
2025-10-04,Blinkit Grocer-25092,45,Food
2025-10-04,UPI-ZOMATO-56827,122,Food
2025-10-04,UPI-ZOMATO-72873,63,Food
2025-10-04,Blinkit Grocer-18614,62,Food
2025-10-04,UPI-ZOMATO-15962,183,Food
2025-10-04,Pharmacy Purchase-94051,501,Health
2025-10-04,Clinic Visit-56757,563,Health
2025-10-04,Metro Card-14717,141,Transport
2025-10-04,Fuel Station-91832,47,Transport
2025-10-04,Electricity Bill-54050,141,Utilities
2025-10-04,Electricity Bill-12258,442,Utilities
2025-10-05,Spotify Subscription-41789,75,Entertainment
2025-10-05,SWIGGYPAY-75380,165,Food
2025-10-05,UPI-ZOMATO-80363,171,Food
2025-10-05,Cafe Receipt-29927,261,Food
2025-10-05,Blinkit Grocer-86062,242,Food
2025-10-05,SWIGGYPAY-36511,117,Food
2025-10-05,Blinkit Grocer-65554,235,Food
2025-10-05,Ola Cab-67512,163,Transport
2025-10-05,Ola Cab-92851,113,Transport
2025-10-05,Flight Fare-66969,590,Travel
2025-10-05,Rail Ticket-51380,1701,Travel
2025-10-06,Movie Tickets-98425,138,Entertainment
2025-10-06,UPI-ZOMATO-72323,116,Food
2025-10-06,Blinkit Grocer-18676,220,Food
2025-10-06,SWIGGYPAY-19314,85,Food
2025-10-06,UPI-ZOMATO-92775,105,Food
2025-10-06,Blinkit Grocer-73944,104,Food
2025-10-06,SWIGGYPAY-77076,207,Food
2025-10-06,Blinkit Grocer-17396,157,Food
2025-10-06,Myntra Store-55496,425,Shopping
2025-10-06,AMAZONINDIA-PAY-35043,576,Shopping
2025-10-06,Fuel Station-7573,70,Transport
2025-10-06,Metro Card-13436,117,Transport
2025-10-07,UPI-ZOMATO-69674,141,Food
2025-10-07,Cafe Receipt-68137,188,Food
2025-10-07,Blinkit Grocer-11489,201,Food
2025-10-07,UPI-ZOMATO-94530,200,Food
2025-10-07,SWIGGYPAY-46051,177,Food
2025-10-07,Blinkit Grocer-44341,215,Food
2025-10-07,Cafe Receipt-2812,27,Food
2025-10-07,Blinkit Grocer-54845,164,Food
2025-10-07,Fitness Renewal-72785,649,Health
2025-10-07,Flipkart Order-91314,94,Shopping
2025-10-07,Metro Card-58489,81,Transport
2025-10-07,Broadband Bill,899,Utilities
2025-10-08,SWIGGYPAY-2847,90,Food
2025-10-08,Cafe Receipt-96778,68,Food
2025-10-08,SWIGGYPAY-71771,127,Food
2025-10-08,UPI-ZOMATO-59100,69,Food
2025-10-08,Myntra Store-51956,197,Shopping
2025-10-08,Metro Card-62469,168,Transport
2025-10-08,Ola Cab-38884,95,Transport
2025-10-08,Ola Cab-88530,170,Transport
2025-10-09,Exam Books-79184,474,Education
2025-10-09,UPI-ZOMATO-46767,81,Food
2025-10-09,SWIGGYPAY-58410,179,Food
2025-10-09,UPI-ZOMATO-83542,25,Food
2025-10-09,SWIGGYPAY-41677,81,Food
2025-10-09,UPI-ZOMATO-80776,156,Food
2025-10-09,AMAZONINDIA-PAY-29342,94,Shopping
2025-10-09,Ola Cab-59317,165,Transport
2025-10-10,UPI-ZOMATO-8677,138,Food
2025-10-10,UPI-ZOMATO-46814,62,Food
2025-10-10,Cafe Receipt-37643,163,Food
2025-10-10,Blinkit Grocer-80400,87,Food
2025-10-10,Blinkit Grocer-24666,65,Food
2025-10-10,Cafe Receipt-24686,160,Food
2025-10-10,UPI-ZOMATO-56945,136,Food
2025-10-10,Cafe Receipt-39817,122,Food
2025-10-10,UPI-ZOMATO-35497,142,Food
2025-10-10,Pharmacy Purchase-9383,467,Health
2025-10-10,Uber Ride-34731,34,Transport
2025-10-10,Fuel Station-23043,27,Transport
2025-10-11,SWIGGYPAY-88289,203,Food
2025-10-11,SWIGGYPAY-35610,151,Food
2025-10-11,SWIGGYPAY-7465,118,Food
2025-10-11,SWIGGYPAY-41055,165,Food
2025-10-11,UPI-ZOMATO-8964,176,Food
2025-10-11,SWIGGYPAY-50824,246,Food
2025-10-11,Pharmacy Purchase-63194,247,Health
2025-10-11,Uber Ride-77688,38,Transport
2025-10-11,Water Utility-16141,202,Utilities
2025-10-12,Netflix Renewal,649,Entertainment
2025-10-12,Cafe Receipt-49322,200,Food
2025-10-12,Blinkit Grocer-49564,162,Food
2025-10-12,Cafe Receipt-28005,270,Food
2025-10-12,SWIGGYPAY-42629,37,Food
2025-10-12,Blinkit Grocer-14467,161,Food
2025-10-12,Cafe Receipt-38217,185,Food
2025-10-12,Myntra Store-44590,334,Shopping
2025-10-12,Fuel Station-84524,22,Transport
2025-10-12,Ola Cab-40630,160,Transport
2025-10-12,Ola Cab-35106,135,Transport
2025-10-12,Electricity Bill-88497,344,Utilities
2025-10-13,Spotify Subscription-51241,113,Entertainment
2025-10-13,Cafe Receipt-75471,88,Food
2025-10-13,Blinkit Grocer-70015,61,Food
2025-10-13,SWIGGYPAY-23025,196,Food
2025-10-13,UPI-ZOMATO-31919,211,Food
2025-10-13,Metro Card-44766,58,Transport
2025-10-14,Tuition Payment-26052,122,Education
2025-10-14,UPI-ZOMATO-96572,213,Food
2025-10-14,Blinkit Grocer-83625,90,Food
2025-10-14,UPI-ZOMATO-84068,157,Food
2025-10-14,Blinkit Grocer-58772,82,Food
2025-10-14,Clinic Visit-18938,601,Health
2025-10-15,Blinkit Grocer-13436,35,Food
2025-10-15,Flipkart Order-44718,271,Shopping
2025-10-15,Fuel Station-65488,95,Transport
2025-10-15,Fuel Station-33961,22,Transport
2025-10-15,Fuel Station-56795,49,Transport
2025-10-15,Uber Ride-76850,33,Transport
2025-10-16,Movie Tickets-27794,246,Entertainment
